# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
26            	smoothSolver	7.777870e-03	5.971600e-04	2	2.613810e-02	1.831720e-03	2	false	GAMG	2.180920e-01	7.579730e-03	5	true
27            	smoothSolver	7.622220e-03	5.841010e-04	2	2.584040e-02	1.816820e-03	2	false	GAMG	2.264920e-01	7.606190e-03	5	true
28            	smoothSolver	7.407000e-03	5.637250e-04	2	2.539230e-02	1.780070e-03	2	false	GAMG	2.332430e-01	7.521940e-03	5	true
29            	smoothSolver	7.207150e-03	5.548290e-04	2	2.496190e-02	1.756300e-03	2	false	GAMG	2.391710e-01	8.225640e-03	4	true
30            	smoothSolver	7.036830e-03	5.427200e-04	2	2.456370e-02	1.726510e-03	2	false	GAMG	2.280290e-01	6.944410e-03	4	true
31            	smoothSolver	6.883910e-03	5.337490e-04	2	2.409780e-02	1.701760e-03	2	false	GAMG	2.084630e-01	1.015520e-02	3	true
32            	smoothSolver	6.782310e-03	5.256470e-04	2	2.366860e-02	1.674480e-03	2	false	GAMG	1.901140e-01	8.955340e-03	3	true
33            	smoothSolver	6.735550e-03	5.229070e-04	2	2.327800e-02	1.648810e-03	2	false	GAMG	1.719200e-01	7.884830e-03	3	true
34            	smoothSolver	6.711050e-03	5.217640e-04	2	2.300130e-02	1.627250e-03	2	false	GAMG	1.582530e-01	7.389110e-03	3	true
35            	smoothSolver	6.694920e-03	5.212070e-04	2	2.274590e-02	1.616750e-03	2	false	GAMG	1.508290e-01	6.964780e-03	3	true
36            	smoothSolver	6.667540e-03	5.182470e-04	2	2.250890e-02	1.600460e-03	2	false	GAMG	1.546810e-01	6.923160e-03	3	true
37            	smoothSolver	6.611090e-03	5.131170e-04	2	2.226170e-02	1.585170e-03	2	false	GAMG	1.498400e-01	6.547820e-03	3	true
38            	smoothSolver	6.543860e-03	5.089460e-04	2	2.197860e-02	1.561390e-03	2	false	GAMG	1.477200e-01	6.412810e-03	3	true
39            	smoothSolver	6.471050e-03	5.012710e-04	2	2.171850e-02	1.548360e-03	2	false	GAMG	1.486320e-01	6.438260e-03	3	true
40            	smoothSolver	6.399050e-03	4.962360e-04	2	2.140840e-02	1.522000e-03	2	false	GAMG	1.365730e-01	5.826010e-03	3	true
41            	smoothSolver	6.341300e-03	4.905670e-04	2	2.115140e-02	1.511220e-03	2	false	GAMG	1.069320e-01	4.346140e-03	3	true
42            	smoothSolver	6.299020e-03	4.865330e-04	2	2.088650e-02	1.496570e-03	2	false	GAMG	1.319030e-01	5.457180e-03	3	true
43            	smoothSolver	6.265880e-03	4.851320e-04	2	2.066740e-02	1.485600e-03	2	false	GAMG	1.248630e-01	5.308180e-03	3	true
44            	smoothSolver	6.218600e-03	4.808740e-04	2	2.046580e-02	1.470170e-03	2	false	GAMG	1.193120e-01	5.040880e-03	3	true
45            	smoothSolver	6.176430e-03	4.778940e-04	2	2.025130e-02	1.457130e-03	2	false	GAMG	1.173530e-01	4.932740e-03	3	true
46            	smoothSolver	6.137410e-03	4.745360e-04	2	2.007590e-02	1.446760e-03	2	false	GAMG	1.163780e-01	5.496170e-03	3	true
47            	smoothSolver	6.091240e-03	4.709480e-04	2	1.988130e-02	1.433340e-03	2	false	GAMG	1.121180e-01	5.486280e-03	3	true
48            	smoothSolver	6.023740e-03	4.675140e-04	2	1.966820e-02	1.422330e-03	2	false	GAMG	1.151550e-01	5.615510e-03	3	true
49            	smoothSolver	5.967070e-03	4.656900e-04	2	1.948820e-02	1.411000e-03	2	false	GAMG	1.210550e-01	5.793780e-03	3	true
50            	smoothSolver	5.910370e-03	4.616590e-04	2	1.932000e-02	1.397910e-03	2	false	GAMG	1.240660e-01	6.099350e-03	3	true
51            	smoothSolver	5.854170e-03	4.572570e-04	2	1.916970e-02	1.388320e-03	2	false	GAMG	1.266940e-01	6.006630e-03	3	true
52            	smoothSolver	5.804250e-03	4.541820e-04	2	1.899400e-02	1.376160e-03	2	false	GAMG	1.293550e-01	6.020260e-03	3	true
53            	smoothSolver	5.765570e-03	4.518590e-04	2	1.887260e-02	1.369140e-03	2	false	GAMG	1.289200e-01	5.932750e-03	3	true
54            	smoothSolver	5.721770e-03	4.495820e-04	2	1.871920e-02	1.356440e-03	2	false	GAMG	1.282050e-01	5.838080e-03	3	true
55            	smoothSolver	5.689460e-03	4.474810e-04	2	1.862430e-02	1.354120e-03	2	false	GAMG	1.268360e-01	5.831350e-03	3	true
56            	smoothSolver	5.646270e-03	4.445970e-04	2	1.847270e-02	1.341760e-03	2	false	GAMG	1.267230e-01	5.847820e-03	3	true
57            	smoothSolver	5.612820e-03	4.424730e-04	2	1.838000e-02	1.337070e-03	2	false	GAMG	1.271760e-01	5.733660e-03	3	true
58            	smoothSolver	5.569050e-03	4.393510e-04	2	1.821510e-02	1.324040e-03	2	false	GAMG	1.259770e-01	5.622460e-03	3	true
59            	smoothSolver	5.534460e-03	4.367460e-04	2	1.811260e-02	1.319140e-03	2	false	GAMG	1.255130e-01	5.585750e-03	3	true
60            	smoothSolver	5.497770e-03	4.349650e-04	2	1.798440e-02	1.312810e-03	2	false	GAMG	1.244300e-01	5.644710e-03	3	true
61            	smoothSolver	5.465950e-03	4.322090e-04	2	1.788230e-02	1.304910e-03	2	false	GAMG	1.225370e-01	5.736180e-03	3	true
62            	smoothSolver	5.432780e-03	4.305140e-04	2	1.775220e-02	1.296920e-03	2	false	GAMG	1.210640e-01	5.714400e-03	3	true
63            	smoothSolver	5.403030e-03	4.278420e-04	2	1.763580e-02	1.285040e-03	2	false	GAMG	1.199990e-01	5.748400e-03	3	true
64            	smoothSolver	5.375720e-03	4.264500e-04	2	1.753430e-02	1.282660e-03	2	false	GAMG	1.190950e-01	5.804080e-03	3	true
65            	smoothSolver	5.344040e-03	4.231500e-04	2	1.741190e-02	1.269870e-03	2	false	GAMG	1.199970e-01	5.881570e-03	3	true
66            	smoothSolver	5.313640e-03	4.222620e-04	2	1.730460e-02	1.267360e-03	2	false	GAMG	1.217580e-01	6.032440e-03	3	true
67            	smoothSolver	5.288900e-03	4.198610e-04	2	1.718670e-02	1.258430e-03	2	false	GAMG	1.207010e-01	5.935990e-03	3	true
68            	smoothSolver	5.259190e-03	4.185410e-04	2	1.708970e-02	1.256210e-03	2	false	GAMG	1.188100e-01	5.766120e-03	3	true
69            	smoothSolver	5.231570e-03	4.155100e-04	2	1.697650e-02	1.247070e-03	2	false	GAMG	1.187520e-01	5.822550e-03	3	true
70            	smoothSolver	5.204720e-03	4.145050e-04	2	1.686300e-02	1.243880e-03	2	false	GAMG	1.182840e-01	3.564470e-03	4	true
71            	smoothSolver	5.178300e-03	4.126180e-04	2	1.675990e-02	1.236680e-03	2	false	GAMG	1.205310e-01	3.697930e-03	4	true
72            	smoothSolver	5.152290e-03	4.103550e-04	2	1.664490e-02	1.232310e-03	2	false	GAMG	1.213000e-01	3.787350e-03	4	true
73            	smoothSolver	5.124270e-03	4.086700e-04	2	1.654890e-02	1.223760e-03	2	false	GAMG	1.224870e-01	3.841760e-03	4	true
74            	smoothSolver	5.103450e-03	4.067810e-04	2	1.643760e-02	1.220900e-03	2	false	GAMG	1.250850e-01	3.969990e-03	4	true
75            	smoothSolver	5.077340e-03	4.054900e-04	2	1.635020e-02	1.213870e-03	2	false	GAMG	1.241140e-01	4.076310e-03	4	true
